 gene_ID gene_ID_1 gene_name gene_family
975 ENSMUSG00000034538 232854 Zfp418 zf-C2H2
976 ENSMUSG00000034762 230587 Glis1 zf-C2H2
977 ENSMUSG00000034800 72180 Zfp661 zf-C2H2
978 ENSMUSG00000035397 118445 Klf16 zf-C2H2
979 ENSMUSG00000035529 72843 Prdm4 zf-C2H2
980 ENSMUSG00000036036 22715 Zfp57 zf-C2H2
981 ENSMUSG00000036721 22758 Zscan12 zf-C2H2
982 ENSMUSG00000036898 72154 Zfp157 zf-C2H2
983 ENSMUSG00000036972 22774 Zic4 zf-C2H2
984 ENSMUSG00000037001 22698 Zfp39 zf-C2H2
985 ENSMUSG00000037007 56314 Zfp113 zf-C2H2
986 ENSMUSG00000037017 22697 Zscan21 zf-C2H2
987 ENSMUSG00000037029 26465 Zfp146 zf-C2H2
988 ENSMUSG00000037279 107586 Ovol2 zf-C2H2
989 ENSMUSG00000037465 21847 Klf10 zf-C2H2
990 ENSMUSG00000037638 382639 Zbtb42 zf-C2H2
991 ENSMUSG00000037640 22718 Zfp60 zf-C2H2
992 ENSMUSG00000037868 13654 Egr2 zf-C2H2
993 ENSMUSG00000038151 12142 Prdm1 zf-C2H2
994 ENSMUSG00000038346 269800 Zfp384 zf-C2H2
995 ENSMUSG00000038418 13653 Egr1 zf-C2H2
996 ENSMUSG00000038560 83395 Sp6 zf-C2H2
997 ENSMUSG00000038630 100041581 Zkscan16 zf-C2H2
998 ENSMUSG00000038797 22691 Zscan2 zf-C2H2
999 ENSMUSG00000038895 319601 Zfp653 zf-C2H2
1000 ENSMUSG00000039087 68750 Rreb1 zf-C2H2
1001 ENSMUSG00000039410 70673 Prdm16 zf-C2H2
1002 ENSMUSG00000039634 230162 Zfp189 zf-C2H2
1003 ENSMUSG00000039789 71063 Zfp597 zf-C2H2
1004 ENSMUSG00000039834 329559 Zfp335 zf-C2H2
1005 ENSMUSG00000039841 627049 Zfp800 zf-C2H2
1006 ENSMUSG00000039967 30046 Zfp292 zf-C2H2
1007 ENSMUSG00000040321 228491 Zfp770 zf-C2H2
1008 ENSMUSG00000040478 230025 Prdm13 zf-C2H2
1009 ENSMUSG00000041258 329002 Zfp236 zf-C2H2
1010 ENSMUSG00000041483 226442 Zfp281 zf-C2H2
1011 ENSMUSG00000041649 245671 Klf8 zf-C2H2
1012 ENSMUSG00000041703 65100 Zic5 zf-C2H2
1013 ENSMUSG00000042063 56220 Zfp386 zf-C2H2
1014 ENSMUSG00000042097 22685 Zfp239 zf-C2H2
1015 ENSMUSG00000042414 383491 Prdm14 zf-C2H2
1016 ENSMUSG00000042439 328977 Zfp532 zf-C2H2
1017 ENSMUSG00000042472 52708 Zfp410 zf-C2H2
1018 ENSMUSG00000042496 382066 Prdm10 zf-C2H2
1019 ENSMUSG00000042821 20613 Snai1 zf-C2H2
1020 ENSMUSG00000043059 101023 Zfp513 zf-C2H2
1021 ENSMUSG00000043090 330788 Zfp866 zf-C2H2
1022 ENSMUSG00000043090 620419 Zfp963 zf-C2H2
1023 ENSMUSG00000043290 654801 Zfp784 zf-C2H2
1024 ENSMUSG00000043456 243937 Zfp536 zf-C2H2
1025 ENSMUSG00000043602 193043 Zfp3 zf-C2H2
1026 ENSMUSG00000043903 195209 Gm22 zf-C2H2
1027 ENSMUSG00000044296 214779 Zfp879 zf-C2H2
1028 ENSMUSG00000044452 668501 Zfp507 zf-C2H2
1029 ENSMUSG00000044501 224598 Zfp758 zf-C2H2
1030 ENSMUSG00000044676 234725 Zfp612 zf-C2H2
1031 ENSMUSG00000044807 30944 Zfp354c zf-C2H2
1032 ENSMUSG00000044876 72667 Zfp444 zf-C2H2
1033 ENSMUSG00000044934 238673 Zfp367 zf-C2H2
1034 ENSMUSG00000045251 69234 Zfp688 zf-C2H2
1035 ENSMUSG00000045252 232976 Zfp574 zf-C2H2
1036 ENSMUSG00000045268 195522 Zfp691 zf-C2H2
1037 ENSMUSG00000045333 94187 Zfp423 zf-C2H2
1038 ENSMUSG00000045440 56856 Insm2 zf-C2H2
1039 ENSMUSG00000045466 101197 Zfp956 zf-C2H2
1040 ENSMUSG00000045519 434377 Zfp560 zf-C2H2
1041 ENSMUSG00000045598 233887 Zfp553 zf-C2H2
1042 ENSMUSG00000045639 320683 Zfp629 zf-C2H2
1043 ENSMUSG00000045757 233893 Zfp764 zf-C2H2
1044 ENSMUSG00000046185 74352 Zfp84 zf-C2H2
1045 ENSMUSG00000046311 22720 Zfp62 zf-C2H2
1046 ENSMUSG00000046351 218100 Zfp322a zf-C2H2
1047 ENSMUSG00000046541 210172 Zfp526 zf-C2H2
1048 ENSMUSG00000046556 79233 Zfp319 zf-C2H2
1049 ENSMUSG00000046658 54201 Zfp316 zf-C2H2
1050 ENSMUSG00000046792 67109 Zfp787 zf-C2H2
1051 ENSMUSG00000046873 270669 Mbtps2 zf-C2H2
1052 ENSMUSG00000046897 68744 Zfp740 zf-C2H2
1053 ENSMUSG00000046982 110796 Tshz1 zf-C2H2
1054 ENSMUSG00000047003 22701 Zfp41 zf-C2H2
1055 ENSMUSG00000047036 235682 Zfp445 zf-C2H2
1056 ENSMUSG00000047141 72020 Zfp654 zf-C2H2
1057 ENSMUSG00000047264 140482 Zfp358 zf-C2H2
1058 ENSMUSG00000047342 192651 Zfp286 zf-C2H2
1059 ENSMUSG00000047371 233890 Zfp768 zf-C2H2
1060 ENSMUSG00000047473 22693 Zfp30 zf-C2H2
1061 ENSMUSG00000047603 56525 Zfp235 zf-C2H2
1062 ENSMUSG00000047907 228911 Tshz2 zf-C2H2
1063 ENSMUSG00000048012 243963 Zfp473 zf-C2H2
1064 ENSMUSG00000048251 58208 Bcl11b zf-C2H2
1065 ENSMUSG00000048280 408068 Zfp738 zf-C2H2
1066 ENSMUSG00000048385 170729 Scrt1 zf-C2H2
1067 ENSMUSG00000048387 23967 Osr1 zf-C2H2
1068 ENSMUSG00000048402 14633 Gli2 zf-C2H2
1069 ENSMUSG00000048410 240476 Zfp407 zf-C2H2
1070 ENSMUSG00000048562 320145 Sp8 zf-C2H2
1071 ENSMUSG00000048626 75753 Klf17 zf-C2H2
1072 ENSMUSG00000048728 237758 Zfp454 zf-C2H2
1073 ENSMUSG00000048897 209225 Zfp710 zf-C2H2
1074 ENSMUSG00000048921 71131 Zfp689 zf-C2H2
1075 ENSMUSG00000049295 69890 Zfp219 zf-C2H2
1076 ENSMUSG00000049321 22678 Zfp2 zf-C2H2
1077 ENSMUSG00000049410 100503878 LOC100503878 zf-C2H2
1078 ENSMUSG00000049421 26466 Zfp260 zf-C2H2
1079 ENSMUSG00000049532 50524 Sall2 zf-C2H2
1080 ENSMUSG00000049576 22639 Zfa zf-C2H2
1081 ENSMUSG00000049577 22761 Zfpm1 zf-C2H2
1082 ENSMUSG00000049606 52397 Zfp644 zf-C2H2
1083 ENSMUSG00000049728 244219 Zfp668 zf-C2H2
1084 ENSMUSG00000049739 233905 Zfp646 zf-C2H2
1085 ENSMUSG00000049755 319475 Zfp672 zf-C2H2
1086 ENSMUSG00000050064 242109 Zfp697 zf-C2H2
1087 ENSMUSG00000050600 100043757 Zfp831 zf-C2H2
1088 ENSMUSG00000050605 22719 Zfp61 zf-C2H2
1089 ENSMUSG00000050619 99334 Zscan29 zf-C2H2
1090 ENSMUSG00000050846 78834 Zfp623 zf-C2H2
1091 ENSMUSG00000050855 233057 Zfp940 zf-C2H2
1092 ENSMUSG00000050919 238803 Zfp366 zf-C2H2
1093 ENSMUSG00000050954 67911 Zfp169 zf-C2H2
1094 ENSMUSG00000051034 22648 Zfp11 zf-C2H2
1095 ENSMUSG00000051037 218311 Zfp455 zf-C2H2
1096 ENSMUSG00000051176 22702 Zfp42 zf-C2H2
1097 ENSMUSG00000051184 66056 Zfp524 zf-C2H2
1098 ENSMUSG00000051341 22710 Zfp52 zf-C2H2
1099 ENSMUSG00000051351 22704 Zfp46 zf-C2H2
1100 ENSMUSG00000051413 54711 Plagl2 zf-C2H2
1101 ENSMUSG00000051469 59057 Zfp191 zf-C2H2
1102 ENSMUSG00000051499 330301 Zfp786 zf-C2H2
1103 ENSMUSG00000051550 68490 Zfp579 zf-C2H2
1104 ENSMUSG00000052040 50794 Klf13 zf-C2H2
1105 ENSMUSG00000052056 228913 Zfp217 zf-C2H2
1106 ENSMUSG00000052446 234413 Zfp961 zf-C2H2
1107 ENSMUSG00000052675 57745 Zfp112 zf-C2H2
1108 ENSMUSG00000052751 58887 Repin1 zf-C2H2
1109 ENSMUSG00000052763 232784 Zfp212 zf-C2H2
1110 ENSMUSG00000052942 226075 Glis3 zf-C2H2
1111 ENSMUSG00000053211 22767 Zfy1 zf-C2H2
1112 ENSMUSG00000053347 74670 Zfp943 zf-C2H2
1113 ENSMUSG00000053390 240067 Zfp952 zf-C2H2
1114 ENSMUSG00000053600 224691 Zfp472 zf-C2H2
1115 ENSMUSG00000054272 245109 Zscan4c zf-C2H2
1116 ENSMUSG00000054381 269997 Zfp747 zf-C2H2
1117 ENSMUSG00000054519 237775 Zfp867 zf-C2H2
1118 ENSMUSG00000054648 66869 Zfp869 zf-C2H2
1119 ENSMUSG00000054715 232878 Zscan22 zf-C2H2
1120 ENSMUSG00000054716 244216 Zfp771 zf-C2H2
1121 ENSMUSG00000054737 319535 Zfp182 zf-C2H2
1122 ENSMUSG00000054893 384763 Zfp667 zf-C2H2
1123 ENSMUSG00000054931 544922 Zkscan4 zf-C2H2
1124 ENSMUSG00000054939 385674 Zfp174 zf-C2H2
1125 ENSMUSG00000054967 239546 Zfp647 zf-C2H2
1126 ENSMUSG00000055102 74400 Zfp819 zf-C2H2
1127 ENSMUSG00000055148 16598 Klf2 zf-C2H2
1128 ENSMUSG00000055150 330463 Zfp78 zf-C2H2
1129 ENSMUSG00000055202 240063 Zfp811 zf-C2H2
1130 ENSMUSG00000055228 71508 Zfp935 zf-C2H2
1131 ENSMUSG00000055240 22643 Zfp101 zf-C2H2
1132 ENSMUSG00000055305 22755 Zfp93 zf-C2H2
1133 ENSMUSG00000055341 431706 Zfp457 zf-C2H2
1134 ENSMUSG00000055480 238690 Zfp458 zf-C2H2
1135 ENSMUSG00000055633 68992 Zfp580 zf-C2H2
1136 ENSMUSG00000055835 22640 Zfp1 zf-C2H2
1137 ENSMUSG00000055991 22757 Zkscan5 zf-C2H2
1138 ENSMUSG00000056014 243308 A430033K04Rik zf-C2H2
1139 ENSMUSG00000056019 236193 Zfp709 zf-C2H2
1140 ENSMUSG00000056383 233168 AI987944 zf-C2H2
1141 ENSMUSG00000056459 109929 Zbtb25 zf-C2H2
1142 ENSMUSG00000098905 629016 Zfp953 zf-C2H2
1143 ENSMUSG00000056592 210104 Zfp658 zf-C2H2
1144 ENSMUSG00000056824 381405 Zfp663 zf-C2H2
1145 ENSMUSG00000057093 112415 C030039L03Rik zf-C2H2
1146 ENSMUSG00000057101 210135 Zfp180 zf-C2H2
1147 ENSMUSG00000095325 240066 Zfp870 zf-C2H2
1148 ENSMUSG00000057396 268670 Zfp759 zf-C2H2
1149 ENSMUSG00000057409 24132 Zfp53 zf-C2H2
1150 ENSMUSG00000057551 244713 Zfp317 zf-C2H2
1151 ENSMUSG00000057637 110593 Prdm2 zf-C2H2
1152 ENSMUSG00000057691 69228 Zfp746 zf-C2H2
1153 ENSMUSG00000057835 104349 Zfp119a zf-C2H2
1154 ENSMUSG00000057842 218314 Zfp595 zf-C2H2
1155 ENSMUSG00000057894 67230 Zfp329 zf-C2H2
1156 ENSMUSG00000057895 22646 Zfp105 zf-C2H2
1157 ENSMUSG00000057982 235047 Zfp809 zf-C2H2
1158 ENSMUSG00000058028 170734 Zscan5b zf-C2H2
1159 ENSMUSG00000058186 100041379 Gm13242 zf-C2H2
1160 ENSMUSG00000058192 244721 Zfp846 zf-C2H2
1161 ENSMUSG00000058291 24135 Zfp68 zf-C2H2
1162 ENSMUSG00000058331 22746 Zfp85-rs1 zf-C2H2
1163 ENSMUSG00000058402 233058 Zfp420 zf-C2H2
1164 ENSMUSG00000058447 330502 Zfp82 zf-C2H2
1165 ENSMUSG00000058638 65020 Zfp110 zf-C2H2
1166 ENSMUSG00000058748 233987 Zfp958 zf-C2H2
1167 ENSMUSG00000058881 329003 Zfp516 zf-C2H2
1168 ENSMUSG00000058883 432769 Zfp708 zf-C2H2
1169 ENSMUSG00000058900 380855 Rsl1 zf-C2H2
1170 ENSMUSG00000095253 240064 Zfp799 zf-C2H2
1171 ENSMUSG00000059142 240041 Zfp945 zf-C2H2
1172 ENSMUSG00000059423 242747 Zfp933 zf-C2H2
1173 ENSMUSG00000059475 235028 Zfp426 zf-C2H2
1174 ENSMUSG00000059689 232337 Zfp637 zf-C2H2
1175 ENSMUSG00000059839 408067 Zfp874b zf-C2H2
1176 ENSMUSG00000059842 228807 Zfp341 zf-C2H2
1177 ENSMUSG00000059878 67255 Zfp422 zf-C2H2
1178 ENSMUSG00000059897 234358 Zfp930 zf-C2H2
1179 ENSMUSG00000059975 72723 Zfp74 zf-C2H2
1180 ENSMUSG00000060257 545474 Scrt2 zf-C2H2
1181 ENSMUSG00000060284 170574 Sp7 zf-C2H2
1182 ENSMUSG00000060301 72128 2610008E11Rik zf-C2H2
1183 ENSMUSG00000060314 407812 Zfp941 zf-C2H2
1184 ENSMUSG00000060336 245174 Zfp937 zf-C2H2
1185 ENSMUSG00000060397 243833 Zfp128 zf-C2H2
1186 ENSMUSG00000060427 234362 Zfp868 zf-C2H2
1187 ENSMUSG00000060510 77519 Zfp266 zf-C2H2
1188 ENSMUSG00000060630 76390 Zfp735 zf-C2H2
1189 ENSMUSG00000061079 20841 Zfp143 zf-C2H2
1190 ENSMUSG00000061374 23877 Fiz1 zf-C2H2
1191 ENSMUSG00000061524 22772 Zic2 zf-C2H2
1192 ENSMUSG00000096910 100043468 Zfp955b zf-C2H2
1193 ENSMUSG00000061544 381067 Zfp229 zf-C2H2
1194 ENSMUSG00000061894 269585 Zscan20 zf-C2H2
1195 ENSMUSG00000061898 57782 Rbak zf-C2H2
1196 ENSMUSG00000062012 22654 Zfp13 zf-C2H2
1197 ENSMUSG00000062040 22689 Zfp27 zf-C2H2
1198 ENSMUSG00000062101 240120 Zfp119b zf-C2H2
1199 ENSMUSG00000062116 232853 Zfp954 zf-C2H2
1200 ENSMUSG00000062519 272347 Zfp398 zf-C2H2
1201 ENSMUSG00000062743 210503 Zfp677 zf-C2H2
1202 ENSMUSG00000062761 269639 Zfp512 zf-C2H2
1203 ENSMUSG00000062794 235048 Zfp599 zf-C2H2
1204 ENSMUSG00000062861 22690 Zfp28 zf-C2H2
1205 ENSMUSG00000062931 237411 Zfp938 zf-C2H2
1206 ENSMUSG00000062944 100043133 9130023H24Rik zf-C2H2
1207 ENSMUSG00000063047 338354 Zfp780b zf-C2H2
1208 ENSMUSG00000063108 22688 Zfp26 zf-C2H2
1209 ENSMUSG00000063245 100503000 LOC100503000 zf-C2H2
1210 ENSMUSG00000063281 22694 Zfp35 zf-C2H2
1211 ENSMUSG00000063383 210853 Zfp947 zf-C2H2
1212 ENSMUSG00000063488 382118 Zfp167 zf-C2H2
1213 ENSMUSG00000063535 76373 Zfp773 zf-C2H2
1214 ENSMUSG00000063894 93681 Zfp192 zf-C2H2
1215 ENSMUSG00000064043 224829 Trerf1 zf-C2H2
1216 ENSMUSG00000064141 381549 Zfp69 zf-C2H2
1217 ENSMUSG00000064194 668620 Zfp936 zf-C2H2
1218 ENSMUSG00000065999 433804 Gm13154 zf-C2H2
1219 ENSMUSG00000066007 667666 Zfp600 zf-C2H2
1220 ENSMUSG00000066009 626316 Gm13051 zf-C2H2
1221 ENSMUSG00000066721 101544 Zfp575 zf-C2H2
1222 ENSMUSG00000066838 232855 Zfp772 zf-C2H2
1223 ENSMUSG00000066880 170938 Zfp617 zf-C2H2
1224 ENSMUSG00000096696 449000 Zfp960 zf-C2H2
1225 ENSMUSG00000067424 240068 Zfp563 zf-C2H2
1226 ENSMUSG00000067430 73451 Zfp763 zf-C2H2
1227 ENSMUSG00000067860 22773 Zic3 zf-C2H2
1228 ENSMUSG00000067916 666532 Gm13139 zf-C2H2
1229 ENSMUSG00000067919 100043034 Gm13138 zf-C2H2
1230 ENSMUSG00000067928 240034 Zfp760 zf-C2H2
1231 ENSMUSG00000067931 381066 Zfp948 zf-C2H2
1232 ENSMUSG00000067942 224585 Zfp160 zf-C2H2
1233 ENSMUSG00000068130 668923 Zfp442 zf-C2H2
1234 ENSMUSG00000068134 104348 Zfp120 zf-C2H2
1235 ENSMUSG00000068154 53626 Insm1 zf-C2H2
1236 ENSMUSG00000068551 68910 Zfp467 zf-C2H2
1237 ENSMUSG00000068859 381373 Sp9 zf-C2H2
1238 ENSMUSG00000068959 70227 Zfp619 zf-C2H2
1239 ENSMUSG00000068962 232966 Zfp114 zf-C2H2
1240 ENSMUSG00000069184 238722 Zfp72 zf-C2H2
1241 ENSMUSG00000095432 212276 Zfp748 zf-C2H2
1242 ENSMUSG00000069208 235956 Zfp825 zf-C2H2
1243 ENSMUSG00000069378 225518 Prdm6 zf-C2H2
1244 ENSMUSG00000069727 434179 Gm5595 zf-C2H2
1245 ENSMUSG00000069743 75424 Zfp820 zf-C2H2
1246 ENSMUSG00000070420 666311 Zfp498 zf-C2H2
1247 ENSMUSG00000070495 664799 Ctcfl zf-C2H2
1248 ENSMUSG00000070605 433791 Gm13251 zf-C2H2
1249 ENSMUSG00000070709 73430 1700049G17Rik zf-C2H2
1250 ENSMUSG00000070828 665902 Zscan4f zf-C2H2
1251 ENSMUSG00000070902 236537 Zfp352 zf-C2H2
1252 ENSMUSG00000071064 622675 Zfp827 zf-C2H2
1253 ENSMUSG00000071256 449521 Zfp213 zf-C2H2
1254 ENSMUSG00000071266 74149 Zfp946 zf-C2H2
1255 ENSMUSG00000071281 235907 Zfp71-rs1 zf-C2H2
1256 ENSMUSG00000097333 170763 Zfp87 zf-C2H2
1257 ENSMUSG00000071291 238693 Zfp58 zf-C2H2
1258 ENSMUSG00000071341 13656 Egr4 zf-C2H2
1259 ENSMUSG00000071477 72306 Zfp777 zf-C2H2
1260 ENSMUSG00000072294 16597 Klf12 zf-C2H2
1261 ENSMUSG00000072623 22750 Zfp9 zf-C2H2
1262 ENSMUSG00000072774 626391 Zfp951 zf-C2H2
1263 ENSMUSG00000073062 668166 Zxdb zf-C2H2
1264 ENSMUSG00000073176 78619 Zfp449 zf-C2H2
1265 ENSMUSG00000073197 236366 5730507C01Rik zf-C2H2
1266 ENSMUSG00000073209 619665 Klf14 zf-C2H2
1267 ENSMUSG00000095990 22759 Zfp97 zf-C2H2
1268 ENSMUSG00000074165 67607 Zfp788 zf-C2H2
1269 ENSMUSG00000074166 101835 AW146154 zf-C2H2
1270 ENSMUSG00000074194 244556 Zfp791 zf-C2H2
1271 ENSMUSG00000074220 233060 Zfp382 zf-C2H2
1272 ENSMUSG00000074221 243905 Zfp568 zf-C2H2
1273 ENSMUSG00000074282 22756 Zfp94 zf-C2H2
1274 ENSMUSG00000074283 56869 Zfp109 zf-C2H2
1275 ENSMUSG00000074405 319748 Zfp865 zf-C2H2
1276 ENSMUSG00000074406 232816 Zfp628 zf-C2H2
1277 ENSMUSG00000074472 619310 Zfp872 zf-C2H2
1278 ENSMUSG00000074519 626848 Etohi1 zf-C2H2
1279 ENSMUSG00000074731 545471 Zfp345 zf-C2H2
1280 ENSMUSG00000096856 100233208 Gm10778 zf-C2H2
1281 ENSMUSG00000074865 77117 Zfp934 zf-C2H2
1282 ENSMUSG00000074867 630579 Zfp808 zf-C2H2
1283 ENSMUSG00000075040 381410 Zfp408 zf-C2H2
1284 ENSMUSG00000075304 64406 Sp5 zf-C2H2
1285 ENSMUSG00000075595 268469 Zfp652 zf-C2H2
1286 ENSMUSG00000078435 216177 AU041133 zf-C2H2
1287 ENSMUSG00000078580 101604 E430018J23Rik zf-C2H2
1288 ENSMUSG00000078768 72556 Zfp566 zf-C2H2
1289 ENSMUSG00000078779 22717 Zfp59 zf-C2H2
1290 ENSMUSG00000078796 666528 Zfp541 zf-C2H2
1291 ENSMUSG00000078861 353208 Zfp931 zf-C2H2
1292 ENSMUSG00000078862 665211 Gm14326 zf-C2H2
1293 ENSMUSG00000095362 329575 Gm14325 zf-C2H2
1294 ENSMUSG00000078864 626802 Gm14322 zf-C2H2
1295 ENSMUSG00000078866 628308 Gm14420 zf-C2H2
1296 ENSMUSG00000078878 100043387 100043387 zf-C2H2
1297 ENSMUSG00000078880 100043381 Gm14308 zf-C2H2
1298 ENSMUSG00000078881 668039 Gm14434 zf-C2H2
1299 ENSMUSG00000095199 100303732 Gm14431 zf-C2H2
1300 ENSMUSG00000078886 100039060 0610010B08Rik zf-C2H2
1301 ENSMUSG00000078887 626832 Gm6710 zf-C2H2
1302 ENSMUSG00000078896 668009 Gm8923 zf-C2H2
1303 ENSMUSG00000078898 100043914 Gm4723 zf-C2H2
1304 ENSMUSG00000078899 100043764 Gm4631 zf-C2H2
1305 ENSMUSG00000078903 665001 Gm14391 zf-C2H2
1306 ENSMUSG00000078905 664987 LOC664987 zf-C2H2
1307 ENSMUSG00000078994 72807 Zfp429 zf-C2H2
1308 ENSMUSG00000078995 408065 Zfp456 zf-C2H2
1309 ENSMUSG00000079008 100216455 Gm14124 zf-C2H2
1310 ENSMUSG00000079009 100271882 Gm14139 zf-C2H2
1311 ENSMUSG00000079215 269704 Zfp664 zf-C2H2
1312 ENSMUSG00000079466 381359 Prdm12 zf-C2H2
1313 ENSMUSG00000079509 22764 Zfx zf-C2H2
1314 ENSMUSG00000087598 56707 Zfp111 zf-C2H2
1315 ENSMUSG00000089756 667962 Gm8898 zf-C2H2
1316 ENSMUSG00000089857 382019 Zfp882 zf-C2H2
1317 ENSMUSG00000095545 100043126 Gm4245 zf-C2H2
1318 ENSMUSG00000054191 16596 Klf1 zf-C2H2
1319 ENSMUSG00000021264 22632 Yy1 zf-C2H2
1320 ENSMUSG00000029179 78796 Zcchc4 zf-C2HC
1321 ENSMUSG00000010505 17932 Myt1 zf-C2HC
1322 ENSMUSG00000033740 240690 St18 zf-C2HC
1323 ENSMUSG00000038909 217127 Myst2 zf-C2HC
1324 ENSMUSG00000041565 320858 L3mbtl4 zf-C2HC
1325 ENSMUSG00000061911 17933 Myt1l zf-C2HC
1326 ENSMUSG00000035576 241764 L3mbtl zf-C2HC
1327 ENSMUSG00000005836 14465 Gata6 zf-GATA
1328 ENSMUSG00000007415 67210 Gatad1 zf-GATA
1329 ENSMUSG00000015053 14461 Gata2 zf-GATA
1330 ENSMUSG00000015619 14462 Gata3 zf-GATA
1331 ENSMUSG00000015627 14464 Gata5 zf-GATA
1332 ENSMUSG00000021144 116870 Mta1 zf-GATA
1333 ENSMUSG00000021944 14463 Gata4 zf-GATA
1334 ENSMUSG00000031162 14460 Gata1 zf-GATA
1335 ENSMUSG00000038679 83925 Trps1 zf-GATA
1336 ENSMUSG00000042390 229542 Gatad2b zf-GATA
1337 ENSMUSG00000055817 116871 Mta3 zf-GATA
1338 ENSMUSG00000079681 100009600 Zglp1 zf-GATA
1339 ENSMUSG00000071646 23942 Mta2 zf-GATA
1340 ENSMUSG00000039852 68703 Rere zf-GATA
1341 ENSMUSG00000004071 66626 5730403B10Rik zf-LITAF-like
1342 ENSMUSG00000022500 56722 Litaf zf-LITAF-like
1343 ENSMUSG00000004934 59004 Pias4 zf-MIZ
1344 ENSMUSG00000007817 328365 Zmiz1 zf-MIZ
1345 ENSMUSG00000024317 56515 Rnf138 zf-MIZ
1346 ENSMUSG00000025423 17344 Pias2 zf-MIZ
1347 ENSMUSG00000028101 229615 Pias3 zf-MIZ
1348 ENSMUSG00000032405 56469 Pias1 zf-MIZ
1349 ENSMUSG00000041164 52915 Zmiz2 zf-MIZ
1350 ENSMUSG00000028423 74164 Nfx1 zf-NF-X1
1351 ENSMUSG00000072889 100978 Nfxl1 zf-NF-X1
1352 ENSMUSG00000096014 NA Sox1 NA 
