Gene stable ID,Gene name
ENSGALG00000040704,SPINW
ENSGALG00000037401,IDH3A
ENSGALG00000045514,PEX6
ENSGALG00000027682,C12orf66
ENSGALG00000005203,OLFM3
ENSGALG00000023689,ASS1
ENSGALG00000045232,SYCP2
ENSGALG00000002729,GK5
ENSGALG00000031099,COX6B1
ENSGALG00000026005,DIO2
ENSGALG00000033183,GABRB4
ENSGALG00000007964,CASTOR1
ENSGALG00000005854,CLUH
ENSGALG00000026557,PGF
ENSGALG00000012342,SASH1
ENSGALG00000016785,IL1RL1
ENSGALG00000003137,RFLNA
ENSGALG00000012462,KIF5C
ENSGALG00000037854,TKFC
ENSGALG00000017329,FCHSD2
ENSGALG00000007462,CTSZ
ENSGALG00000030875,HMX2
ENSGALG00000016449,PQLC3
ENSGALG00000013086,IKZF1
ENSGALG00000026146,CRLF1
ENSGALG00000011355,Wnt10a
ENSGALG00000024094,UBAP2L
ENSGALG00000004383,TIMM22
ENSGALG00000002944,CPS1
ENSGALG00000030251,ADCY8
ENSGALG00000009229,ATP6V0C
ENSGALG00000001557,ACAD8
ENSGALG00000009533,NMD3
ENSGALG00000004239,IFITM5
ENSGALG00000023396,ASPHD2
ENSGALG00000012362,THSD7B
ENSGALG00000000783,PTAFR
ENSGALG00000000573,PER3
ENSGALG00000008434,SORCS3
ENSGALG00000011328,GLB1L
ENSGALG00000010296,MRPS18A
ENSGALG00000007695,SNAPC5
ENSGALG00000029536,VPS11
ENSGALG00000011227,CDS1
ENSGALG00000035492,ELMO1
ENSGALG00000001103,cpsmb7
ENSGALG00000026153,FOXO6
ENSGALG00000026384,PCSK4
ENSGALG00000002204,SLC7A4
ENSGALG00000011277,PLEKHG7
ENSGALG00000005319,CDH8
ENSGALG00000011529,NAAA
ENSGALG00000038110,DGKA
ENSGALG00000030533,PGLS
ENSGALG00000040784,RAB39B
ENSGALG00000009065,VMA21
ENSGALG00000027643,RD3L
ENSGALG00000035535,GYG1
ENSGALG00000017314,C2CD3
ENSGALG00000041432,STUB1
ENSGALG00000001440,ACTL9
ENSGALG00000015708,FGFR3
ENSGALG00000035721,C2
ENSGALG00000004332,PLA2G12B
ENSGALG00000007877,PIP4K2A
ENSGALG00000010351,POMGNT1
ENSGALG00000016815,UPF3A
ENSGALG00000004035,CRYBA1
ENSGALG00000009574,IL12A
ENSGALG00000015034,ANKRD29
ENSGALG00000013830,PRELID3A
ENSGALG00000031590,B3GAT2
ENSGALG00000035831,HASPIN
ENSGALG00000006795,ABCG4
ENSGALG00000012689,KIF13A
ENSGALG00000004707,CSE1L
ENSGALG00000029753,DYRK1B
ENSGALG00000007768,AURKA
ENSGALG00000013621,ATP6V1H
ENSGALG00000016776,TBC1D8
ENSGALG00000005999,ABTB1
ENSGALG00000031700,TRPS1
ENSGALG00000036004,MRPL34
ENSGALG00000029918,SMG5
ENSGALG00000017183,MMP13
ENSGALG00000039448,NCAPD2
ENSGALG00000002837,RPL27
ENSGALG00000006318,IL21R
ENSGALG00000027698,COX19
ENSGALG00000039791,DOLPP1
ENSGALG00000038506,NXNL1
ENSGALG00000003979,NEK8
ENSGALG00000033077,TRMT1L
ENSGALG00000040364,HERPUD2
ENSGALG00000017289,C12orf4
ENSGALG00000011171,TBP
ENSGALG00000011686,SEMA5B
ENSGALG00000010547,YIPF4
ENSGALG00000031906,FAM83C
ENSGALG00000007132,ACOX2
ENSGALG00000039254,SLC17A6
ENSGALG00000013672,TSHZ1
ENSGALG00000004722,ASPN
ENSGALG00000016905,SLITRK1
ENSGALG00000030419,GLS
ENSGALG00000027152,HELZ
ENSGALG00000020879,SLC30A7
ENSGALG00000030314,CLDN34
ENSGALG00000000242,EBF2
ENSGALG00000034812,LEAP2
ENSGALG00000011244,DLK1
ENSGALG00000000141,BLB1
ENSGALG00000041202,FBXO32
ENSGALG00000040942,EFCAB5
ENSGALG00000016805,SULT1C3
ENSGALG00000003557,PAOX
ENSGALG00000007430,ARCN1
ENSGALG00000041338,TUSC2
ENSGALG00000019277,SLCO1B3
ENSGALG00000011643,UTP20
ENSGALG00000008076,TMEM164
ENSGALG00000039553,SULF1
ENSGALG00000011169,PDCD2
ENSGALG00000008073,NF2
ENSGALG00000037077,CCR5
ENSGALG00000017553,SNX11
ENSGALG00000034225,DEAF1
ENSGALG00000043100,SRPX
ENSGALG00000012570,TANC1
ENSGALG00000003224,HSF4
ENSGALG00000017237,TYR
ENSGALG00000002225,RFFL
ENSGALG00000033956,SFXN1
ENSGALG00000026558,ZNF362
ENSGALG00000003457,CNP
ENSGALG00000012488,TST
ENSGALG00000042967,CTPS1
ENSGALG00000000470,LMNB2
ENSGALG00000030321,LIN7B
ENSGALG00000035602,ZNF536
ENSGALG00000023338,CBX2
ENSGALG00000040755,ANGPT4
ENSGALG00000016878,TM9SF2
ENSGALG00000038599,PMM1
ENSGALG00000009100,FSHR
ENSGALG00000030885,COR3
ENSGALG00000004559,DPY19L3
ENSGALG00000010812,RYR2
ENSGALG00000013484,ZPBP2
ENSGALG00000013709,TIMM21
ENSGALG00000038634,KIT
ENSGALG00000030550,ATP2B1
ENSGALG00000005391,SELK
ENSGALG00000039605,CREBZF
ENSGALG00000029444,CLK2
ENSGALG00000008946,NHLRC2
ENSGALG00000007658,C10orf76
ENSGALG00000002408,NCDN
ENSGALG00000009202,RBM45
ENSGALG00000004812,FAM129A
ENSGALG00000028141,C15orf61
ENSGALG00000002519,SLC25A33
ENSGALG00000007491,INTS14
ENSGALG00000016312,POLA1
ENSGALG00000032683,ADTRP
ENSGALG00000011904,TRMT5
ENSGALG00000033138,ZMYND12
ENSGALG00000003059,HLF
ENSGALG00000033260,SIAT9
ENSGALG00000000946,PFDN1
ENSGALG00000041193,NFYB
ENSGALG00000003153,COPE
ENSGALG00000002103,TPPP3
ENSGALG00000008890,ADGRL4
ENSGALG00000045096,NPW
ENSGALG00000007341,MED19
ENSGALG00000002985,UTP18
ENSGALG00000011992,EP300
ENSGALG00000014795,TGIF1
ENSGALG00000030871,NR13
ENSGALG00000010825,AGR2
ENSGALG00000034132,CACFD1
ENSGALG00000011443,EXOC3L4
ENSGALG00000003331,FAF2
ENSGALG00000032365,C
ENSGALG00000020386,BDKRB1
ENSGALG00000009031,SESTD1
ENSGALG00000027281,PNMT
ENSGALG00000015542,PLPPR1
ENSGALG00000000122,GNB2L1
ENSGALG00000030879,AR
ENSGALG00000010774,SSBP3
ENSGALG00000027070,TIMP2
ENSGALG00000034661,Id1
ENSGALG00000038954,LSM11
ENSGALG00000028626,DCLRE1B
ENSGALG00000003086,EXOSC10
ENSGALG00000036587,LHX4
ENSGALG00000006588,LRRC75B
ENSGALG00000034050,MTDH
ENSGALG00000039102,TOX
ENSGALG00000014064,WDR19
ENSGALG00000007503,KMO
ENSGALG00000010401,EIF2A
ENSGALG00000010318,TMED10
ENSGALG00000004267,SIGIRR
ENSGALG00000035544,LBX1
ENSGALG00000041763,ADPRM
ENSGALG00000003111,BFAR
ENSGALG00000009698,SLC38A1
ENSGALG00000004871,RPS24
ENSGALG00000014730,ELOVL7
ENSGALG00000006969,USP28
ENSGALG00000042883,VCPIP1
ENSGALG00000031797,JAGN1
ENSGALG00000046384,LRRC46
ENSGALG00000029034,CTXN3
ENSGALG00000040770,TNRC18
ENSGALG00000007330,CTNND1
ENSGALG00000001725,TNRC6C
ENSGALG00000008369,ABCC5
ENSGALG00000012712,RBM24
ENSGALG00000017014,DLEU7
ENSGALG00000008551,CRELD2
ENSGALG00000006934,PATZ1
ENSGALG00000034907,HOXB5
ENSGALG00000015783,IMMT
ENSGALG00000035104,HAND1
ENSGALG00000046326,IL1R2
ENSGALG00000026279,COMMD8
ENSGALG00000010826,PRKAA2
ENSGALG00000017004,CDADC1
ENSGALG00000015340,TGS1
ENSGALG00000012834,AKR1D1
ENSGALG00000030907,CSF3
ENSGALG00000029135,GAS41
ENSGALG00000024122,TNFRSF13B
ENSGALG00000004700,NCF2
ENSGALG00000014078,DCUN1D4
ENSGALG00000007409,SCN4B
ENSGALG00000009330,DEGS1
ENSGALG00000005595,HPS4
ENSGALG00000009633,KATNBL1
ENSGALG00000042533,TSPOAP1
ENSGALG00000009373,CTSO
ENSGALG00000026080,OMD
ENSGALG00000035752,PEX2
ENSGALG00000001547,CAPZA1
ENSGALG00000031038,RPL28
ENSGALG00000009182,CCDC172
ENSGALG00000008168,ANKRD16
ENSGALG00000016866,FGF14
ENSGALG00000027420,POPDC3
ENSGALG00000007697,MGEA5
ENSGALG00000001840,TEK
ENSGALG00000000608,CDH1
ENSGALG00000045983,C4orf45
ENSGALG00000009023,ING3
ENSGALG00000040890,KCNE5
ENSGALG00000028543,FGFR4
ENSGALG00000031212,MGAT2
ENSGALG00000014867,PAIP1
ENSGALG00000008120,TLE3
ENSGALG00000036417,RNF10
ENSGALG00000042521,MPP3
ENSGALG00000011900,NAGA
ENSGALG00000016912,EDNRB
ENSGALG00000002113,LCP2
ENSGALG00000004936,GLRA4
ENSGALG00000011192,PHF10
ENSGALG00000001962,PTBP1
ENSGALG00000000868,RNF121
ENSGALG00000037556,SLC1A2
ENSGALG00000046180,TDRD1
ENSGALG00000014753,CENPK
ENSGALG00000001503,TBCD
ENSGALG00000009433,BAG3
ENSGALG00000014971,SLC2A9
ENSGALG00000008661,CYR61
ENSGALG00000030200,NFU1
ENSGALG00000011266,PPM1K
ENSGALG00000001750,MAT2B
ENSGALG00000037375,MAN1B1
ENSGALG00000040687,SNX27
ENSGALG00000026944,ARF6
ENSGALG00000030969,CLEC3B
ENSGALG00000031092,Blec3
ENSGALG00000014170,MOGAT2
ENSGALG00000034453,SAMD11
ENSGALG00000014448,CDC37L1
ENSGALG00000016797,FHL2
ENSGALG00000012532,TXN2
ENSGALG00000032713,FOXA1
ENSGALG00000032610,NAGLU
ENSGALG00000043636,YAE1D1
ENSGALG00000007441,MAP6
ENSGALG00000013851,UBE3B
ENSGALG00000001319,CAMK1G
ENSGALG00000006871,SLCO3A1
ENSGALG00000009654,MLF1
ENSGALG00000038187,SLC35B4
ENSGALG00000004842,NT5M
ENSGALG00000042739,TACC1
ENSGALG00000040168,GPR61
ENSGALG00000041823,PICK1
ENSGALG00000007861,MAGT1
ENSGALG00000003911,CACNG5
ENSGALG00000008100,RAPSN
ENSGALG00000016845,NAXD
ENSGALG00000012244,KLHDC2
ENSGALG00000038904,ARL6IP5
ENSGALG00000005303,CCDC13
ENSGALG00000007841,DNAH7
ENSGALG00000039783,MRPL57
ENSGALG00000003965,DBX1
ENSGALG00000009230,TMEM131L
ENSGALG00000043074,NUP160
ENSGALG00000035049,TCHP
ENSGALG00000028347,SDCBP2
ENSGALG00000011000,TARBP1
ENSGALG00000003149,ITPR3
ENSGALG00000010629,ZCCHC11
ENSGALG00000015405,PREP
ENSGALG00000032178,MAP2K4
ENSGALG00000039013,EXT1
ENSGALG00000003496,TEX2
ENSGALG00000032819,RNF41
ENSGALG00000012889,ZCCHC2
ENSGALG00000041684,FBXO30
ENSGALG00000008557,ARL5B
ENSGALG00000030148,AUP1
ENSGALG00000017312,PPME1
ENSGALG00000001006,TP73
ENSGALG00000039238,SALL1
ENSGALG00000023683,TCTN2
ENSGALG00000035952,KIAA1143
ENSGALG00000007796,BCAS1
ENSGALG00000011065,SPRTN
ENSGALG00000011961,TNIP3
ENSGALG00000032660,IFNGR2
ENSGALG00000035839,TMEM255B
ENSGALG00000020906,GAS2L2
ENSGALG00000025972,SELM
ENSGALG00000038316,MTCL1
ENSGALG00000038000,CX3CR1
ENSGALG00000000905,PSMB4
ENSGALG00000024053,ICMT
ENSGALG00000034347,KIF21B
ENSGALG00000012909,C5orf22
ENSGALG00000042838,TRAF2
ENSGALG00000013371,S1PR4
ENSGALG00000020557,KDM4C
ENSGALG00000015353,BBX
ENSGALG00000005900,E4F1
ENSGALG00000041692,PCDHGA4
ENSGALG00000003522,RBBP4
ENSGALG00000011921,DHRS7
ENSGALG00000012744,TMEM170B
ENSGALG00000032028,SERTM1
ENSGALG00000030303,PPP1R3B
ENSGALG00000043318,NMNAT1
ENSGALG00000007767,DIS3L2
ENSGALG00000005180,COL11A1
ENSGALG00000003882,SMARCE1
ENSGALG00000015660,SNX30
ENSGALG00000009714,CBR4
ENSGALG00000003353,RAI14
ENSGALG00000009318,IFT140
ENSGALG00000003503,MYBL2
ENSGALG00000003078,MMD
ENSGALG00000040993,BAMBI
ENSGALG00000016843,COL4A2
ENSGALG00000011885,ANXA5
ENSGALG00000004106,DHCR7
ENSGALG00000011214,SERPINH1
ENSGALG00000014561,PTPN6
ENSGALG00000007652,SUCLG2
ENSGALG00000000863,DYRK3
ENSGALG00000011358,WNT6
ENSGALG00000037485,QTRT2
ENSGALG00000015617,RPS23
ENSGALG00000002984,RAB24
ENSGALG00000038951,RASSF1
ENSGALG00000015198,NOL4
ENSGALG00000010471,PPP2R2D
ENSGALG00000013771,KIAA1211
ENSGALG00000001442,OPCML
ENSGALG00000030242,EDMTFH
ENSGALG00000026838,MDFIC
ENSGALG00000022586,HPX
ENSGALG00000010183,RAB21
ENSGALG00000019961,SLC18B1
ENSGALG00000014908,FST
ENSGALG00000022882,ZADH2
ENSGALG00000030081,SKAP2
ENSGALG00000014432,RPS20
ENSGALG00000019201,HSPA13
ENSGALG00000028685,SEMA5A
ENSGALG00000043573,CHMP4C
ENSGALG00000040308,BAHCC1
ENSGALG00000029245,SPATA46
ENSGALG00000032272,HIST2H4B
ENSGALG00000033816,KCTD12
ENSGALG00000024024,TGFA
ENSGALG00000017309,RNF169
ENSGALG00000010636,PRIMPOL
ENSGALG00000010461,EBF3
ENSGALG00000035819,TMEM51
ENSGALG00000000788,AVPR1B
ENSGALG00000003907,N4BP1
ENSGALG00000042371,ANO10
ENSGALG00000015685,CFAP99
ENSGALG00000005001,CNBP
ENSGALG00000016655,GYG2
ENSGALG00000002125,TMOD1
ENSGALG00000023517,AGPAT2
ENSGALG00000015209,NFIL3
ENSGALG00000029401,Six1
ENSGALG00000002262,ETF1
ENSGALG00000010526,OSTC
ENSGALG00000014203,PARVG
ENSGALG00000010023,CALM
ENSGALG00000027122,APPL2
ENSGALG00000041294,COQ2
ENSGALG00000004017,TOR1AIP2
ENSGALG00000043435,CARNS1
ENSGALG00000001476,RAP1A
ENSGALG00000009813,SCOC
ENSGALG00000012814,PXDC1
ENSGALG00000014232,RIBC2
ENSGALG00000010273,PPP2CB
ENSGALG00000012121,RCN1
ENSGALG00000043167,TNFRSF11B
ENSGALG00000008947,PAK5
ENSGALG00000011573,MOB1B
ENSGALG00000010036,FOSL2
ENSGALG00000005256,EPHA4
ENSGALG00000008011,SLC25A19
ENSGALG00000013177,BCAT1
ENSGALG00000022739,AKAP11
ENSGALG00000010497,SLC29A4
ENSGALG00000015415,HACE1
ENSGALG00000002458,VAC14
ENSGALG00000004276,CHST12
ENSGALG00000041034,MIA3
ENSGALG00000013757,TMX3
ENSGALG00000026862,CLDN1
ENSGALG00000041401,SDHB
ENSGALG00000039742,CYP21A1
ENSGALG00000016995,MED4
ENSGALG00000045900,ZNF541
ENSGALG00000011428,AZI2
ENSGALG00000019019,NTRK1
ENSGALG00000013135,GALNT1
ENSGALG00000042448,ZC2HC1B
ENSGALG00000002911,MOXD1
ENSGALG00000036160,BOLL
ENSGALG00000034777,VPS13D
ENSGALG00000016547,TXLNG
ENSGALG00000017327,P2RY6
ENSGALG00000008749,POLR3F
ENSGALG00000036069,TCIRG1
ENSGALG00000005886,WSCD1
ENSGALG00000032718,NIPAL2
ENSGALG00000008220,BZW1
ENSGALG00000006738,CDK5RAP1
ENSGALG00000013005,SNRNP48
ENSGALG00000010385,TJAP1
ENSGALG00000037497,CABP2
ENSGALG00000021572,SSH2
ENSGALG00000026019,ASCC1
ENSGALG00000009805,PPM1H
ENSGALG00000000513,ZNF276
ENSGALG00000002240,C3orf18
ENSGALG00000026958,FPGT
ENSGALG00000033630,LRP12
ENSGALG00000035487,SP1
ENSGALG00000010256,TIPARP
ENSGALG00000010995,ITGB3BP
ENSGALG00000037626,KCNQ3
ENSGALG00000022030,PGAP3
ENSGALG00000011963,PRDM5
ENSGALG00000005821,FAM219A
ENSGALG00000010663,TTC8
ENSGALG00000038783,ANXA4
ENSGALG00000031427,FMN2
ENSGALG00000014186,MPPED1
ENSGALG00000015669,PTBP3
ENSGALG00000002223,LHX9
ENSGALG00000004156,KIF1BP
ENSGALG00000002169,PLEKHB2
ENSGALG00000035157,SOX21
ENSGALG00000006283,THAP4
ENSGALG00000033926,CBX1
ENSGALG00000034917,GCDH
ENSGALG00000011301,LRRC40
ENSGALG00000006309,SMAD5
ENSGALG00000008122,SLC39A13
ENSGALG00000013157,BAG1
ENSGALG00000011342,FGD6
ENSGALG00000023335,Rchy1
ENSGALG00000004921,SLC6A1
ENSGALG00000006174,VSTM4
ENSGALG00000027788,CPE
ENSGALG00000002347,C3orf58
ENSGALG00000016755,KIAA1211L
ENSGALG00000038229,OTUB1
ENSGALG00000002414,TSPAN14
ENSGALG00000040522,EIF3H
ENSGALG00000034992,FRMD4A
ENSGALG00000017033,MRPS31
ENSGALG00000011300,TOP2B
ENSGALG00000008696,WDR63
ENSGALG00000036867,CBX6
ENSGALG00000039734,CERS5
ENSGALG00000003839,GRM2
ENSGALG00000024488,CD99
ENSGALG00000009915,EML4
ENSGALG00000009967,LRPPRC
ENSGALG00000041792,C6orf106
ENSGALG00000013639,SYF2
ENSGALG00000013431,RAX2
ENSGALG00000006609,EPHB1
ENSGALG00000041232,TMEM223
ENSGALG00000037940,IGFBP3
ENSGALG00000031546,GIF
ENSGALG00000002557,ADGRD1
ENSGALG00000008160,CNNM2
ENSGALG00000016802,tmtops2
ENSGALG00000014799,METTL4
ENSGALG00000035023,CNIH1
ENSGALG00000036935,CCDC86
ENSGALG00000041129,TMEM173
ENSGALG00000039356,HEPACAM
ENSGALG00000032974,ADAMTS2
ENSGALG00000006508,FGF13
ENSGALG00000007044,METTL9
ENSGALG00000044101,HDHD3
ENSGALG00000007780,EIF4E3
ENSGALG00000015182,NEPRO
ENSGALG00000015451,ZNF462
ENSGALG00000006955,CCNJ
ENSGALG00000002719,CSNK1D
ENSGALG00000030095,AP5S1
ENSGALG00000016837,MYO16
ENSGALG00000023906,RNF223
ENSGALG00000007182,C3orf14
ENSGALG00000035743,ATP2C2
ENSGALG00000011624,PNLDC1
ENSGALG00000005378,ARNTL
ENSGALG00000008905,HABP2
ENSGALG00000003937,GEMIN5
ENSGALG00000028158,Fgf7
ENSGALG00000015397,FNTA
ENSGALG00000037281,FBXO45
ENSGALG00000017090,POMP
ENSGALG00000003031,SMYD4
ENSGALG00000043280,EXOC8
ENSGALG00000036965,PPP2R4
ENSGALG00000026607,C15orf40
ENSGALG00000014923,ARHGEF28
ENSGALG00000003165,CCDC6
ENSGALG00000005416,TTC39B
ENSGALG00000010570,BTF3L4
ENSGALG00000005930,PLS3
ENSGALG00000039420,TNPO3
ENSGALG00000016809,Edar
ENSGALG00000023364,CDC42EP4
ENSGALG00000001184,COQ9
ENSGALG00000013229,CMAS
ENSGALG00000021685,SERINC2
ENSGALG00000026507,FDX1
ENSGALG00000007931,DLD
ENSGALG00000003181,SURF2
ENSGALG00000029503,AES
ENSGALG00000006138,HELZ2
ENSGALG00000011986,FABP2
ENSGALG00000027654,C5orf49
ENSGALG00000010432,GSTZ1
ENSGALG00000035075,TAP1
ENSGALG00000014897,TYMS
ENSGALG00000015412,ARL13B
ENSGALG00000017158,KDELC2
ENSGALG00000014515,C1QTNF7
ENSGALG00000038636,LAPTM5
ENSGALG00000040923,AK8
ENSGALG00000006001,PRPF6
ENSGALG00000013606,FGL1
ENSGALG00000006025,XIRP1
ENSGALG00000008624,RPAP1
ENSGALG00000034528,SNTB1
ENSGALG00000014387,MRPL10
ENSGALG00000005509,DPYD
ENSGALG00000037839,ARFIP2
ENSGALG00000005708,HNF4beta
ENSGALG00000011209,EVL
ENSGALG00000011121,SLC35D1
ENSGALG00000032664,UBE2B
ENSGALG00000010744,GALNT7
ENSGALG00000041612,SLC7A13
ENSGALG00000015807,RWDD2B
ENSGALG00000037697,LAMP1
ENSGALG00000025896,PLPPR4
ENSGALG00000015808,SLC35A1
ENSGALG00000010137,TTC6
ENSGALG00000031487,FSTL4
ENSGALG00000007269,GABRA3
ENSGALG00000012142,KCNA4
ENSGALG00000000776,BRPF3
ENSGALG00000017120,SACS
ENSGALG00000033353,RIT2
ENSGALG00000034278,SVOP
ENSGALG00000008272,TMED3
ENSGALG00000008525,ABHD12
ENSGALG00000001925,GNB1L
ENSGALG00000005679,CDX1
ENSGALG00000040896,FASN
ENSGALG00000012172,RPL3
ENSGALG00000008217,RNFT2
ENSGALG00000012264,TRMT10A
ENSGALG00000026789,LRRC3C
ENSGALG00000000516,FANCA
ENSGALG00000000399,DUSP28
ENSGALG00000043033,EYA1
ENSGALG00000031282,UBR5
ENSGALG00000000251,CD79B
ENSGALG00000021843,AUH
ENSGALG00000016868,NALCN
ENSGALG00000010413,NGB
ENSGALG00000034003,ARID4B
ENSGALG00000001848,UBE2J2
ENSGALG00000002831,SH3PXD2B
ENSGALG00000006439,ARHGEF6
ENSGALG00000042878,PTH
ENSGALG00000038850,WNK2
ENSGALG00000008303,Lhx5
ENSGALG00000007906,CHRNG
ENSGALG00000005979,OXSR1
ENSGALG00000012155,EGF
ENSGALG00000013804,SRD5A3
ENSGALG00000014201,PARVB
ENSGALG00000014336,RELL1
ENSGALG00000008585,SMC3
ENSGALG00000019696,CATHL2
ENSGALG00000006631,TICRR
ENSGALG00000000172,MYOG
ENSGALG00000029724,MTURN
ENSGALG00000043833,OLAH
ENSGALG00000017163,ACAT1
ENSGALG00000006237,PKN2
ENSGALG00000012505,LRFN5
ENSGALG00000015362,TRAT1
ENSGALG00000029837,OST4
ENSGALG00000001662,ATP10B
ENSGALG00000013628,C6orf62
ENSGALG00000043711,AGO3
ENSGALG00000042214,UBQLN4
ENSGALG00000002050,EXOC7
ENSGALG00000036908,H2B-VII
ENSGALG00000036798,COL4A1
ENSGALG00000039146,CCR4
ENSGALG00000025971,KCNK3
ENSGALG00000005932,MYT1
ENSGALG00000014975,DRD5
ENSGALG00000022896,IRX4
ENSGALG00000007018,SLC26A11
ENSGALG00000037636,LHFPL4
ENSGALG00000023435,GATM
ENSGALG00000041938,MEI4
ENSGALG00000009627,GPATCH2
ENSGALG00000003339,MTOR
ENSGALG00000010575,INTS12
ENSGALG00000008979,TRMT61B
ENSGALG00000035630,UBP1
ENSGALG00000008784,SPATA1
ENSGALG00000017310,XRRA1
ENSGALG00000026547,TPGS2
ENSGALG00000039690,STMN2
ENSGALG00000000630,HAS3
ENSGALG00000004320,FAT2
ENSGALG00000006355,SPTY2D1
ENSGALG00000014513,CDCA3
ENSGALG00000006132,MOSPD1
ENSGALG00000036883,MET
ENSGALG00000005858,DR1
ENSGALG00000009403,GRK5
ENSGALG00000036736,KXD1
ENSGALG00000035978,CDCA7L
ENSGALG00000031975,UBE2H
ENSGALG00000003792,FYB1
ENSGALG00000026600,C1orf198
ENSGALG00000012773,GCNT2
ENSGALG00000002299,RGR
ENSGALG00000008092,NXT2
ENSGALG00000005252,GPR88
ENSGALG00000009847,STXBP6
ENSGALG00000003309,NECAB2
ENSGALG00000002671,TMEM132D
ENSGALG00000000227,DPYSL2
ENSGALG00000000284,HOXB4
ENSGALG00000029530,STAT6
ENSGALG00000019036,SPCS2
ENSGALG00000008861,BSPRY
ENSGALG00000009307,FAM204A
ENSGALG00000008034,CASKIN2
ENSGALG00000005815,TMEM41B
ENSGALG00000002318,LVRN
ENSGALG00000032270,NCAPH
ENSGALG00000006835,TNNC2
ENSGALG00000037326,MAP3K9
ENSGALG00000023347,PTCHD3
ENSGALG00000002008,RNF157
ENSGALG00000007047,GAL
ENSGALG00000016884,SLC15A1
ENSGALG00000034478,GGCL1
ENSGALG00000005150,PTRH2
ENSGALG00000010117,SLC25A21
ENSGALG00000028290,C21orf91
ENSGALG00000002095,CHMP4B
ENSGALG00000007900,COMMD3
ENSGALG00000008902,GIPC2
ENSGALG00000040380,RAD51C
ENSGALG00000007483,LRIG1
ENSGALG00000003510,UCK2
ENSGALG00000039208,PHF2
ENSGALG00000011341,UNC93A
ENSGALG00000021047,KIFAP3
ENSGALG00000006596,SNRPD3
ENSGALG00000002191,TLX3
ENSGALG00000017201,CEP57
ENSGALG00000005337,SNX2
ENSGALG00000001109,GTSF1
ENSGALG00000019543,OTULIN
ENSGALG00000005402,DYNLRB2
ENSGALG00000034910,ZDHHC18
ENSGALG00000012639,MTERF2
ENSGALG00000015635,HTT
ENSGALG00000033608,RAB12
ENSGALG00000041365,SALL4
ENSGALG00000042220,PRUNE1
ENSGALG00000004046,LARP6
ENSGALG00000011572,ASPG
ENSGALG00000039523,MRM1
ENSGALG00000015179,CEP78
ENSGALG00000010958,PPFIA2
ENSGALG00000006363,CABIN1
ENSGALG00000030065,TENM3
ENSGALG00000001376,ARID3B
ENSGALG00000042839,FAM214A
ENSGALG00000029070,FAM181A
ENSGALG00000009855,TBC1D9
ENSGALG00000017299,cRPS11
ENSGALG00000000650,NIP7
ENSGALG00000015446,POU2F1
ENSGALG00000002637,RBP7
ENSGALG00000016885,STK24
ENSGALG00000041918,CPA6
ENSGALG00000026847,C19orf70
ENSGALG00000013879,TIA1
ENSGALG00000016470,KCNS3
ENSGALG00000010192,FBXO33
ENSGALG00000025950,PRKCA
ENSGALG00000003948,ALAS1
ENSGALG00000011499,SCARB2
ENSGALG00000003101,PLPBP
ENSGALG00000016582,PBK
ENSGALG00000001666,RPAIN
ENSGALG00000022819,PCP4
ENSGALG00000001067,TMEM57
ENSGALG00000006409,PODXL
ENSGALG00000001207,PLCH2
ENSGALG00000015662,LIPI
ENSGALG00000016909,NDFIP2
ENSGALG00000039120,NBEAL2
ENSGALG00000031163,ZNRF2
ENSGALG00000040373,EXOSC2
ENSGALG00000009130,GPCPD1
ENSGALG00000001387,SPNS2
ENSGALG00000006674,BPIFB6
ENSGALG00000027762,PGAP2
ENSGALG00000000579,VAMP3
ENSGALG00000010976,CCDC126
ENSGALG00000016795,TGFBRAP1
ENSGALG00000029330,MED29
ENSGALG00000005249,BICD2
ENSGALG00000008088,ACSL4
ENSGALG00000006635,RHCG
ENSGALG00000016844,RAB20
ENSGALG00000005533,ZMYM3
ENSGALG00000001429,TTC1
ENSGALG00000035677,RPL35
ENSGALG00000005208,S1PR1
ENSGALG00000040782,ASNA1
ENSGALG00000032958,AMPH
ENSGALG00000015185,TAF13
ENSGALG00000010131,BTBD9
ENSGALG00000040908,HIP1
ENSGALG00000006445,ARNT2
ENSGALG00000029383,SLC25A11
ENSGALG00000023266,INPP5J
ENSGALG00000030268,NKTR
ENSGALG00000016826,ADPRHL1
ENSGALG00000000091,INTS4
ENSGALG00000046425,FAM110A
ENSGALG00000041981,PRR7
ENSGALG00000004825,HDAC8
ENSGALG00000027126,BLCAP
ENSGALG00000046316,C17orf105
ENSGALG00000011389,TRAF3
ENSGALG00000035219,ALB
ENSGALG00000001803,IWS1
ENSGALG00000012140,FSHB
ENSGALG00000015959,SMAP1
ENSGALG00000011016,PGM1
ENSGALG00000046030,TAS1R1
ENSGALG00000012756,PARPBP
ENSGALG00000001617,CAMKK1
ENSGALG00000000820,HTR1D
ENSGALG00000004347,NEDD4
ENSGALG00000011518,POMGNT2
ENSGALG00000000309,LAD1
ENSGALG00000010110,TMEM53
ENSGALG00000012799,RREB1
ENSGALG00000012082,FAIM
ENSGALG00000039403,GRM8
ENSGALG00000001921,SDCCAG3
ENSGALG00000010755,SCRG1
ENSGALG00000007786,DOK5
ENSGALG00000006966,ZNF518A
ENSGALG00000003261,CAVIN1
ENSGALG00000017202,FAM76B
ENSGALG00000029664,SAMD12
